X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,class
0.268686869,0.397979798,0.333333333,0.381818182,0.266666667,0.351515152,0.501010101,0.163636364,0.335353535,0.482828283,0.141414141,0.375757576,0.549494949,0.292929293,0.157575758,0.38989899,0.292929293,0.317171717,0.363636364,0.185858586,0.450505051,0.373737374,0.367676768,0.258585859,0.375757576,0.335353535,0.288888889,0.303030303,0.438383838,0.258585859,0.109090909,0.808080808,0.082828283,0.4,0.321212121,0.278787879,0.387878788,0.268686869,0.343434343,0
0.404929577,0.292253521,0.302816901,0.411971831,0.36971831,0.218309859,0.598591549,0.186619718,0.214788732,0.433098592,0.25,0.316901408,0.566901408,0.302816901,0.13028169,0.464788732,0.235915493,0.299295775,0.39084507,0.176056338,0.433098592,0.323943662,0.429577465,0.246478873,0.316901408,0.253521127,0.429577465,0.288732394,0.464788732,0.246478873,0.133802817,0.721830986,0.144366197,0.528169014,0.274647887,0.197183099,0.394366197,0.404929577,0.200704225,0
0.296690307,0.442671395,0.260638298,0.373522459,0.305555556,0.320921986,0.515957447,0.168439716,0.315602837,0.490543735,0.223404255,0.286052009,0.595153664,0.341016548,0.063829787,0.480496454,0.264184397,0.255319149,0.345744681,0.249408983,0.404846336,0.437352246,0.362884161,0.199763593,0.286052009,0.387706856,0.326241135,0.29964539,0.500591017,0.199763593,0.092789598,0.804373522,0.102836879,0.486997636,0.195035461,0.317966903,0.384751773,0.296690307,0.31855792,0
0.296587927,0.380577428,0.322834646,0.412073491,0.320209974,0.267716535,0.603674541,0.154855643,0.241469816,0.377952756,0.280839895,0.341207349,0.535433071,0.341207349,0.12335958,0.375328084,0.32808399,0.296587927,0.317585302,0.217847769,0.464566929,0.404199475,0.388451444,0.207349081,0.341207349,0.338582677,0.320209974,0.341207349,0.45144357,0.207349081,0.086614173,0.776902887,0.13648294,0.485564304,0.251968504,0.262467192,0.488188976,0.296587927,0.215223097,0
0.28343949,0.321656051,0.394904459,0.369426752,0.267515924,0.363057325,0.458598726,0.200636943,0.340764331,0.398089172,0.168789809,0.433121019,0.5,0.315286624,0.184713376,0.398089172,0.229299363,0.372611465,0.280254777,0.219745223,0.5,0.324840764,0.423566879,0.251592357,0.433121019,0.257961783,0.308917197,0.24522293,0.503184713,0.251592357,0.079617834,0.837579618,0.082802548,0.407643312,0.334394904,0.257961783,0.487261146,0.28343949,0.229299363,0
0.17032967,0.43956044,0.39010989,0.401098901,0.225274725,0.373626374,0.554945055,0.087912088,0.357142857,0.32967033,0.258241758,0.412087912,0.483516484,0.335164835,0.181318681,0.236263736,0.39010989,0.373626374,0.225274725,0.258241758,0.516483516,0.467032967,0.362637363,0.17032967,0.412087912,0.406593407,0.181318681,0.434065934,0.395604396,0.17032967,0.049450549,0.868131868,0.082417582,0.340659341,0.357142857,0.302197802,0.582417582,0.17032967,0.247252747,0
0.216374269,0.368421053,0.415204678,0.34502924,0.292397661,0.362573099,0.49122807,0.152046784,0.356725146,0.333333333,0.216374269,0.450292398,0.456140351,0.34502924,0.198830409,0.298245614,0.292397661,0.409356725,0.298245614,0.157894737,0.543859649,0.350877193,0.438596491,0.210526316,0.450292398,0.321637427,0.228070175,0.298245614,0.49122807,0.210526316,0.076023392,0.859649123,0.064327485,0.385964912,0.350877193,0.263157895,0.549707602,0.216374269,0.233918129,0
0.244318182,0.346590909,0.409090909,0.392045455,0.255681818,0.352272727,0.471590909,0.181818182,0.346590909,0.414772727,0.147727273,0.4375,0.5,0.335227273,0.164772727,0.3125,0.284090909,0.403409091,0.278409091,0.221590909,0.5,0.329545455,0.460227273,0.210227273,0.4375,0.3125,0.25,0.284090909,0.505681818,0.210227273,0.073863636,0.863636364,0.0625,0.397727273,0.346590909,0.255681818,0.517045455,0.244318182,0.238636364,0
0.284991568,0.400505902,0.31450253,0.413153457,0.291736931,0.295109612,0.529510961,0.188026981,0.282462057,0.456155143,0.197301855,0.346543002,0.573355818,0.284148398,0.142495784,0.400505902,0.297639123,0.301854975,0.349915683,0.223440135,0.426644182,0.413153457,0.349072513,0.23777403,0.346543002,0.344013491,0.309443508,0.327993255,0.434232715,0.23777403,0.101180438,0.791736931,0.107082631,0.400505902,0.292580101,0.306913997,0.413153457,0.284991568,0.301854975,0
0.30726257,0.418994413,0.273743017,0.472067039,0.30726257,0.220670391,0.617318436,0.195530726,0.187150838,0.452513966,0.262569832,0.284916201,0.608938547,0.298882682,0.092178771,0.405027933,0.354748603,0.240223464,0.365921788,0.24301676,0.391061453,0.427374302,0.351955307,0.220670391,0.284916201,0.368715084,0.346368715,0.368715084,0.410614525,0.220670391,0.089385475,0.782122905,0.12849162,0.424581006,0.226256983,0.349162011,0.432960894,0.30726257,0.259776536,0
0.450413223,0.292355372,0.257231405,0.424586777,0.342975207,0.232438017,0.570247934,0.204545455,0.225206612,0.529958678,0.196280992,0.273760331,0.636363636,0.283057851,0.080578512,0.536157025,0.213842975,0.25,0.482438017,0.15392562,0.363636364,0.31714876,0.412190083,0.270661157,0.273760331,0.252066116,0.474173554,0.259297521,0.470041322,0.270661157,0.166322314,0.661157025,0.172520661,0.585743802,0.17768595,0.236570248,0.325413223,0.450413223,0.224173554,0
0.18061674,0.387665198,0.431718062,0.317180617,0.299559471,0.383259912,0.45814978,0.171806167,0.370044053,0.330396476,0.193832599,0.475770925,0.440528634,0.343612335,0.215859031,0.27753304,0.303964758,0.418502203,0.286343612,0.154185022,0.559471366,0.365638767,0.330396476,0.303964758,0.475770925,0.325991189,0.198237885,0.317180617,0.378854626,0.303964758,0.088105727,0.859030837,0.052863436,0.343612335,0.396475771,0.259911894,0.519823789,0.18061674,0.299559471,0
0.380239521,0.360778443,0.258982036,0.47005988,0.248502994,0.281437126,0.561377246,0.167664671,0.270958084,0.597305389,0.121257485,0.281437126,0.652694611,0.232035928,0.115269461,0.474550898,0.276946108,0.248502994,0.420658683,0.232035928,0.347305389,0.411676647,0.359281437,0.229041916,0.281437126,0.324850299,0.393712575,0.350299401,0.420658683,0.229041916,0.124251497,0.721556886,0.154191617,0.392215569,0.239520958,0.368263473,0.317365269,0.380239521,0.30239521,0
0.362869198,0.331223629,0.305907173,0.400843882,0.343881857,0.255274262,0.518987342,0.234177215,0.246835443,0.493670886,0.179324895,0.327004219,0.5907173,0.289029536,0.120253165,0.447257384,0.255274262,0.297468354,0.392405063,0.198312236,0.4092827,0.367088608,0.383966245,0.248945148,0.327004219,0.29535865,0.377637131,0.303797468,0.447257384,0.248945148,0.141350211,0.700421941,0.158227848,0.464135021,0.29535865,0.240506329,0.407172996,0.362869198,0.229957806,0
0.363636364,0.272727273,0.363636364,0.181818182,0.409090909,0.409090909,0.227272727,0.363636364,0.409090909,0.545454545,0.090909091,0.363636364,0.590909091,0.045454545,0.363636364,0.5,0.136363636,0.363636364,0.409090909,0.181818182,0.409090909,0.363636364,0.318181818,0.318181818,0.363636364,0.272727273,0.363636364,0.136363636,0.545454545,0.318181818,0.272727273,0.636363636,0.090909091,0.409090909,0.363636364,0.227272727,0.454545455,0.363636364,0.181818182,0
0.303652968,0.449771689,0.246575342,0.47260274,0.272450533,0.254946728,0.584474886,0.165144597,0.250380518,0.538812785,0.194824962,0.266362253,0.643074581,0.267884323,0.089041096,0.409436834,0.348554033,0.242009132,0.396499239,0.246575342,0.356925419,0.493150685,0.305175038,0.201674277,0.266362253,0.420852359,0.312785388,0.406392694,0.391933029,0.201674277,0.093607306,0.780060883,0.126331811,0.408675799,0.216894977,0.374429224,0.376712329,0.303652968,0.319634703,0
0.375510204,0.297959184,0.326530612,0.428571429,0.346938776,0.224489796,0.571428571,0.220408163,0.208163265,0.444897959,0.212244898,0.342857143,0.575510204,0.306122449,0.118367347,0.424489796,0.265306122,0.310204082,0.436734694,0.13877551,0.424489796,0.351020408,0.391836735,0.257142857,0.342857143,0.265306122,0.391836735,0.326530612,0.416326531,0.257142857,0.130612245,0.702040816,0.167346939,0.489795918,0.253061224,0.257142857,0.416326531,0.375510204,0.208163265,0
0.171974522,0.337579618,0.49044586,0.292993631,0.331210191,0.375796178,0.439490446,0.229299363,0.331210191,0.305732484,0.178343949,0.515923567,0.375796178,0.356687898,0.267515924,0.229299363,0.324840764,0.445859873,0.229299363,0.146496815,0.624203822,0.369426752,0.369426752,0.261146497,0.515923567,0.292993631,0.191082803,0.312101911,0.426751592,0.261146497,0.070063694,0.878980892,0.050955414,0.369426752,0.420382166,0.210191083,0.605095541,0.171974522,0.222929936,0
0.295138889,0.368055556,0.336805556,0.371527778,0.333333333,0.295138889,0.548611111,0.166666667,0.284722222,0.416666667,0.232638889,0.350694444,0.527777778,0.315972222,0.15625,0.364583333,0.309027778,0.326388889,0.336805556,0.190972222,0.472222222,0.402777778,0.378472222,0.21875,0.350694444,0.340277778,0.309027778,0.350694444,0.430555556,0.21875,0.114583333,0.774305556,0.111111111,0.458333333,0.298611111,0.243055556,0.46875,0.295138889,0.236111111,0
0.37630662,0.296167247,0.327526132,0.383275261,0.3728223,0.243902439,0.567944251,0.195121951,0.236933798,0.411149826,0.240418118,0.348432056,0.522648084,0.351916376,0.12543554,0.428571429,0.25087108,0.320557491,0.397212544,0.12543554,0.477351916,0.320557491,0.452961672,0.226480836,0.348432056,0.254355401,0.397212544,0.299651568,0.473867596,0.226480836,0.128919861,0.738675958,0.132404181,0.529616725,0.257839721,0.212543554,0.452961672,0.37630662,0.170731707,0
0.396078431,0.274509804,0.329411765,0.470588235,0.290196078,0.239215686,0.619607843,0.160784314,0.219607843,0.48627451,0.180392157,0.333333333,0.592156863,0.298039216,0.109803922,0.423529412,0.266666667,0.309803922,0.435294118,0.156862745,0.407843137,0.325490196,0.462745098,0.211764706,0.333333333,0.258823529,0.407843137,0.309803922,0.478431373,0.211764706,0.109803922,0.733333333,0.156862745,0.51372549,0.247058824,0.239215686,0.4,0.396078431,0.203921569,0
0.367052023,0.361271676,0.271676301,0.465317919,0.315028902,0.219653179,0.615606936,0.170520231,0.213872832,0.456647399,0.26300578,0.280346821,0.644508671,0.26300578,0.092485549,0.427745665,0.306358382,0.265895954,0.404624277,0.239884393,0.355491329,0.407514451,0.367052023,0.225433526,0.280346821,0.335260116,0.384393064,0.36416185,0.410404624,0.225433526,0.144508671,0.725433526,0.130057803,0.442196532,0.222543353,0.335260116,0.410404624,0.367052023,0.222543353,0
0.376237624,0.217821782,0.405940594,0.366336634,0.366336634,0.267326733,0.465346535,0.277227723,0.257425743,0.465346535,0.128712871,0.405940594,0.524752475,0.326732673,0.148514851,0.425742574,0.178217822,0.396039604,0.306930693,0.217821782,0.475247525,0.247524752,0.504950495,0.247524752,0.405940594,0.198019802,0.396039604,0.207920792,0.544554455,0.247524752,0.128712871,0.821782178,0.04950495,0.445544554,0.277227723,0.277227723,0.405940594,0.376237624,0.217821782,0
0.288939052,0.467268623,0.243792325,0.458991723,0.28592927,0.255079007,0.580887886,0.167795335,0.25131678,0.528216704,0.212942062,0.258841234,0.634311512,0.276899925,0.088788563,0.407072987,0.352896915,0.240030098,0.386004515,0.248306998,0.365688488,0.505643341,0.293453725,0.200902935,0.258841234,0.437170805,0.303987961,0.406320542,0.392776524,0.200902935,0.087283672,0.79006772,0.122648608,0.418359669,0.206922498,0.374717833,0.383747178,0.288939052,0.32731377,0
0.311413454,0.38851096,0.300075586,0.397581255,0.309145881,0.293272865,0.547996977,0.171579743,0.28042328,0.457294029,0.223733938,0.318972033,0.581254724,0.306878307,0.111866969,0.423280423,0.289493575,0.287226002,0.362055933,0.219198791,0.418745276,0.412698413,0.35978836,0.227513228,0.318972033,0.346938776,0.334089191,0.329554044,0.442932729,0.227513228,0.113378685,0.77324263,0.113378685,0.442176871,0.246409675,0.311413454,0.424792139,0.311413454,0.263794407,0
0.336781609,0.418390805,0.244827586,0.474712644,0.254022989,0.271264368,0.591954023,0.144827586,0.263218391,0.568965517,0.166666667,0.264367816,0.652873563,0.244827586,0.102298851,0.444827586,0.318390805,0.236781609,0.398850575,0.254022989,0.347126437,0.42183908,0.375862069,0.202298851,0.264367816,0.379310345,0.356321839,0.349425287,0.448275862,0.202298851,0.109195402,0.787356322,0.103448276,0.403448276,0.245977011,0.350574713,0.335632184,0.336781609,0.327586207,0
0.303317536,0.348341232,0.348341232,0.36492891,0.336492891,0.298578199,0.492890995,0.225118483,0.281990521,0.433649289,0.191943128,0.374407583,0.547393365,0.331753555,0.120853081,0.417061611,0.251184834,0.331753555,0.357819905,0.18957346,0.452606635,0.369668246,0.386255924,0.244075829,0.374407583,0.296208531,0.329383886,0.274881517,0.481042654,0.244075829,0.120853081,0.77014218,0.109004739,0.450236967,0.281990521,0.267772512,0.440758294,0.303317536,0.255924171,0
0.343881857,0.356540084,0.299578059,0.428270042,0.276371308,0.29535865,0.544303797,0.172995781,0.282700422,0.502109705,0.164556962,0.333333333,0.611814346,0.261603376,0.126582278,0.457805907,0.255274262,0.286919831,0.407172996,0.20464135,0.388185654,0.392405063,0.367088608,0.240506329,0.333333333,0.303797468,0.362869198,0.305907173,0.453586498,0.240506329,0.122362869,0.746835443,0.130801688,0.407172996,0.274261603,0.318565401,0.360759494,0.343881857,0.29535865,0
0.32627866,0.417989418,0.255731922,0.456790123,0.275132275,0.268077601,0.615520282,0.137566138,0.24691358,0.488536155,0.241622575,0.26984127,0.64021164,0.296296296,0.063492063,0.442680776,0.322751323,0.234567901,0.428571429,0.211640212,0.35978836,0.437389771,0.37037037,0.192239859,0.26984127,0.379188713,0.350970018,0.350970018,0.456790123,0.192239859,0.105820106,0.749559083,0.144620811,0.48324515,0.176366843,0.340388007,0.389770723,0.32627866,0.283950617,0
0.164383562,0.442922374,0.392694064,0.342465753,0.315068493,0.342465753,0.547945205,0.141552511,0.310502283,0.333333333,0.246575342,0.420091324,0.442922374,0.397260274,0.159817352,0.246575342,0.392694064,0.360730594,0.264840183,0.178082192,0.557077626,0.456621005,0.365296804,0.178082192,0.420091324,0.401826484,0.178082192,0.374429224,0.447488584,0.178082192,0.059360731,0.890410959,0.050228311,0.424657534,0.305936073,0.269406393,0.566210046,0.164383562,0.269406393,0
0.298342541,0.415469613,0.286187845,0.443093923,0.276243094,0.280662983,0.564640884,0.174585635,0.260773481,0.516022099,0.180110497,0.303867403,0.607734807,0.271823204,0.120441989,0.427624309,0.306077348,0.266298343,0.380110497,0.227624309,0.392265193,0.438674033,0.33480663,0.226519337,0.303867403,0.363535912,0.332596685,0.346961326,0.426519337,0.226519337,0.087292818,0.78121547,0.131491713,0.388950276,0.267403315,0.343646409,0.361325967,0.298342541,0.340331492,0
0.364238411,0.32781457,0.30794702,0.40397351,0.331125828,0.264900662,0.543046358,0.198675497,0.258278146,0.466887417,0.215231788,0.317880795,0.572847682,0.317880795,0.109271523,0.430463576,0.268211921,0.301324503,0.394039735,0.178807947,0.427152318,0.357615894,0.430463576,0.21192053,0.317880795,0.298013245,0.38410596,0.30794702,0.48013245,0.21192053,0.132450331,0.725165563,0.142384106,0.539735099,0.225165563,0.235099338,0.440397351,0.364238411,0.195364238,0
0.389473684,0.189473684,0.421052632,0.368421053,0.389473684,0.242105263,0.431578947,0.336842105,0.231578947,0.494736842,0.084210526,0.421052632,0.536842105,0.326315789,0.136842105,0.421052632,0.168421053,0.410526316,0.357894737,0.178947368,0.463157895,0.231578947,0.526315789,0.242105263,0.421052632,0.178947368,0.4,0.2,0.557894737,0.242105263,0.147368421,0.768421053,0.084210526,0.473684211,0.347368421,0.178947368,0.421052632,0.389473684,0.189473684,0
0.32,0.392,0.288,0.4,0.328,0.272,0.552,0.2,0.248,0.48,0.232,0.288,0.624,0.264,0.112,0.44,0.296,0.264,0.352,0.272,0.376,0.448,0.376,0.176,0.288,0.392,0.32,0.32,0.504,0.176,0.104,0.808,0.088,0.416,0.232,0.352,0.448,0.32,0.232,0
0.394736842,0.322368421,0.282894737,0.453947368,0.302631579,0.243421053,0.585526316,0.190789474,0.223684211,0.513157895,0.197368421,0.289473684,0.618421053,0.282894737,0.098684211,0.480263158,0.256578947,0.263157895,0.368421053,0.25,0.381578947,0.348684211,0.460526316,0.190789474,0.289473684,0.302631579,0.407894737,0.282894737,0.526315789,0.190789474,0.098684211,0.796052632,0.105263158,0.447368421,0.197368421,0.355263158,0.401315789,0.394736842,0.203947368,0
0.26483233,0.401547721,0.333619948,0.433361995,0.26311264,0.303525365,0.530524506,0.174548581,0.294926913,0.437661221,0.173688736,0.388650043,0.539982803,0.298366294,0.161650903,0.368013758,0.306964746,0.325021496,0.285468616,0.254514187,0.460017197,0.405846948,0.375752365,0.218400688,0.388650043,0.333619948,0.277730009,0.33877902,0.442820292,0.218400688,0.071367154,0.851246776,0.077386071,0.325021496,0.367153912,0.307824592,0.448839209,0.26483233,0.286328461,0
0.313924051,0.316455696,0.369620253,0.367088608,0.308860759,0.324050633,0.46835443,0.215189873,0.316455696,0.407594937,0.179746835,0.412658228,0.501265823,0.339240506,0.159493671,0.410126582,0.227848101,0.362025316,0.344303797,0.156962025,0.498734177,0.341772152,0.37721519,0.281012658,0.412658228,0.243037975,0.344303797,0.296202532,0.42278481,0.281012658,0.111392405,0.756962025,0.13164557,0.42278481,0.301265823,0.275949367,0.458227848,0.313924051,0.227848101,0
0.465994962,0.284634761,0.249370277,0.428211587,0.347607053,0.22418136,0.576826196,0.204030227,0.219143577,0.503778338,0.219143577,0.277078086,0.632241814,0.267002519,0.100755668,0.556675063,0.198992443,0.244332494,0.468513854,0.16372796,0.367758186,0.297229219,0.405541562,0.297229219,0.277078086,0.216624685,0.506297229,0.256926952,0.445843829,0.297229219,0.181360202,0.670025189,0.14861461,0.531486146,0.204030227,0.264483627,0.317380353,0.465994962,0.216624685,0
0.318295739,0.467000835,0.214703425,0.4160401,0.319131161,0.264828739,0.594820384,0.145363409,0.259816207,0.483709273,0.279866332,0.236424394,0.653299916,0.29657477,0.050125313,0.461988304,0.328320802,0.209690894,0.403508772,0.249791145,0.346700084,0.471177945,0.307435255,0.2213868,0.236424394,0.424394319,0.339181287,0.365079365,0.413533835,0.2213868,0.136173768,0.746867168,0.116959064,0.484544695,0.167084378,0.348370927,0.370927318,0.318295739,0.310776942,0
0.46779661,0.261016949,0.271186441,0.457627119,0.325423729,0.216949153,0.596610169,0.186440678,0.216949153,0.518644068,0.179661017,0.301694915,0.589830508,0.301694915,0.108474576,0.53220339,0.196610169,0.271186441,0.427118644,0.162711864,0.410169492,0.298305085,0.494915254,0.206779661,0.301694915,0.213559322,0.484745763,0.271186441,0.522033898,0.206779661,0.115254237,0.711864407,0.172881356,0.505084746,0.244067797,0.250847458,0.366101695,0.46779661,0.166101695,0
0.392197125,0.314168378,0.293634497,0.402464066,0.266940452,0.330595483,0.50513347,0.1724846,0.32238193,0.550308008,0.135523614,0.314168378,0.620123203,0.252566735,0.127310062,0.501026694,0.213552361,0.285420945,0.435318275,0.184804928,0.379876797,0.318275154,0.443531828,0.238193018,0.314168378,0.273100616,0.412731006,0.246406571,0.515400411,0.238193018,0.149897331,0.722792608,0.127310062,0.492813142,0.23613963,0.271047228,0.353182752,0.392197125,0.254620123,0
0.263852243,0.403693931,0.332453826,0.366754617,0.279683377,0.353562005,0.519788918,0.137203166,0.343007916,0.385224274,0.237467018,0.377308707,0.514511873,0.385224274,0.100263852,0.398416887,0.279683377,0.321899736,0.311345646,0.203166227,0.485488127,0.387862797,0.401055409,0.211081794,0.377308707,0.329815303,0.292875989,0.300791557,0.488126649,0.211081794,0.08707124,0.820580475,0.092348285,0.493403694,0.226912929,0.279683377,0.461741425,0.263852243,0.274406332,0
0.414925373,0.295522388,0.289552239,0.441791045,0.319402985,0.23880597,0.588059701,0.182089552,0.229850746,0.48358209,0.208955224,0.307462687,0.620895522,0.253731343,0.125373134,0.480597015,0.23880597,0.280597015,0.462686567,0.158208955,0.379104478,0.328358209,0.408955224,0.262686567,0.307462687,0.256716418,0.435820896,0.292537313,0.444776119,0.262686567,0.152238806,0.665671642,0.182089552,0.492537313,0.259701493,0.247761194,0.370149254,0.414925373,0.214925373,0
0.338983051,0.380145278,0.280871671,0.467312349,0.307506053,0.225181598,0.602905569,0.176755448,0.220338983,0.498789346,0.196125908,0.305084746,0.595641646,0.300242131,0.104116223,0.404358354,0.319612591,0.276029056,0.428571429,0.167070218,0.404358354,0.392251816,0.377723971,0.230024213,0.305084746,0.336561743,0.358353511,0.365617433,0.404358354,0.230024213,0.10653753,0.777239709,0.11622276,0.457627119,0.237288136,0.305084746,0.368038741,0.338983051,0.292978208,0
0.463483146,0.303370787,0.233146067,0.564606742,0.219101124,0.216292135,0.643258427,0.143258427,0.213483146,0.561797753,0.165730337,0.27247191,0.68258427,0.219101124,0.098314607,0.536516854,0.233146067,0.230337079,0.367977528,0.314606742,0.31741573,0.308988764,0.497191011,0.193820225,0.27247191,0.25,0.47752809,0.278089888,0.528089888,0.193820225,0.098314607,0.797752809,0.103932584,0.379213483,0.241573034,0.379213483,0.325842697,0.463483146,0.210674157,0
0.402597403,0.38961039,0.207792208,0.38961039,0.376623377,0.233766234,0.584415584,0.194805195,0.220779221,0.532467532,0.25974026,0.207792208,0.688311688,0.220779221,0.090909091,0.506493506,0.298701299,0.194805195,0.467532468,0.220779221,0.311688312,0.441558442,0.324675325,0.233766234,0.207792208,0.38961039,0.402597403,0.311688312,0.454545455,0.233766234,0.194805195,0.649350649,0.155844156,0.558441558,0.168831169,0.272727273,0.376623377,0.402597403,0.220779221,0
0.333333333,0.355555556,0.311111111,0.416666667,0.355555556,0.227777778,0.566666667,0.222222222,0.211111111,0.416666667,0.266666667,0.316666667,0.594444444,0.272222222,0.133333333,0.416666667,0.288888889,0.294444444,0.388888889,0.205555556,0.405555556,0.394444444,0.377777778,0.227777778,0.316666667,0.322222222,0.361111111,0.327777778,0.444444444,0.227777778,0.127777778,0.772222222,0.1,0.438888889,0.261111111,0.3,0.444444444,0.333333333,0.222222222,0
